,QUADRANT,MIN_LONG,MAX_LONG,MIN_LAT,MAX_LAT,MID_LAT,MID_LONG,NUM_PROPS,NUM_CRIMES,DIST_STATION,NUM_PEOPLE,CRIME_RATE
32,32,-71.06269824,-71.05885506,42.391676239999995,42.394968,42.39332211999999,-71.06077665000001,0,0,1.8983053689806788,0,inf
33,33,-71.05885506,-71.05501188000001,42.391676239999995,42.394968,42.39332211999999,-71.05693347,0,0,1.7899902406083146,0,inf
34,34,-71.05501188000001,-71.0511687,42.391676239999995,42.394968,42.39332211999999,-71.05309029,0,0,1.6975157834167778,65,0.0
35,35,-71.0511687,-71.04732552,42.391676239999995,42.394968,42.39332211999999,-71.04924711000001,0,0,1.6235909542040827,0,inf
36,36,-71.04732552,-71.04348234,42.391676239999995,42.394968,42.39332211999999,-71.04540392999999,0,0,1.5708368213232922,0,inf
37,37,-71.04348234,-71.03963916000001,42.391676239999995,42.394968,42.39332211999999,-71.04156075,0,0,1.5414285698573962,0,inf
38,38,-71.03963916000001,-71.03579598,42.391676239999995,42.394968,42.39332211999999,-71.03771757000001,0,0,1.5367071059988198,0,inf
39,39,-71.03579598,-71.0319528,42.391676239999995,42.394968,42.39332211999999,-71.03387439,0,0,1.5568970444821861,0,inf
40,40,-71.0319528,-71.02810962,42.391676239999995,42.394968,42.39332211999999,-71.03003121,0,0,1.6010562353010107,0,inf
41,41,-71.02810962,-71.02426644,42.391676239999995,42.394968,42.39332211999999,-71.02618803,0,0,1.6672812322587378,0,inf
42,42,-71.02426644,-71.02042326,42.391676239999995,42.394968,42.39332211999999,-71.02234485,0,0,1.7530731096188312,0,inf
43,43,-71.02042326,-71.01658008,42.391676239999995,42.394968,42.39332211999999,-71.01850167,0,0,1.8557200570117987,0,inf
44,44,-71.01658008,-71.01273690000001,42.391676239999995,42.394968,42.39332211999999,-71.01465849,0,0,1.9725925863825178,0,inf
45,45,-71.01273690000001,-71.00889372,42.391676239999995,42.394968,42.39332211999999,-71.01081531,0,0,2.1013184117047032,0,inf
46,46,-71.00889372,-71.00505054,42.391676239999995,42.394968,42.39332211999999,-71.00697213000001,0,0,2.239854817795342,0,inf
47,47,-71.00505054,-71.00120736,42.391676239999995,42.394968,42.39332211999999,-71.00312894999999,0,0,2.3864938966314404,0,inf
48,48,-71.00120736,-70.99736418,42.391676239999995,42.394968,42.39332211999999,-70.99928577,0,0,2.539832594311463,0,inf
49,49,-70.99736418,-70.993521,42.23038,42.23367176,42.232025879999995,-70.99544259000001,0,0,5.590534854164287,0,inf
50,50,-71.18568,-71.18183682,42.23038,42.23367176,42.232025879999995,-71.18375841,0,0,3.491136358314166,0,inf
51,51,-71.18183682,-71.17799364000001,42.23038,42.23367176,42.232025879999995,-71.17991523,0,0,3.320350482707537,0,inf
52,52,-71.17799364000001,-71.17415046,42.23038,42.23367176,42.232025879999995,-71.17607205000002,0,0,3.152578766067871,0,inf
53,53,-71.17415046,-71.17030728,42.23038,42.23367176,42.232025879999995,-71.17222887,0,0,2.988328918450748,0,inf
54,54,-71.17030728,-71.1664641,42.23038,42.23367176,42.232025879999995,-71.16838569000001,0,0,2.8282146090373343,0,inf
55,55,-71.1664641,-71.16262092000001,42.23038,42.23367176,42.232025879999995,-71.16454251,0,0,2.672979110231741,0,inf
56,56,-71.16262092000001,-71.15877774,42.23038,42.23367176,42.232025879999995,-71.16069933,0,0,2.5235229501787027,0,inf
57,57,-71.15877774,-71.15493456,42.23038,42.23367176,42.232025879999995,-71.15685615000001,0,0,2.380934720207026,0,inf
58,58,-71.15493456,-71.15109138000001,42.23038,42.23367176,42.232025879999995,-71.15301297,0,0,2.2465225365967365,0,inf
59,59,-71.15109138000001,-71.1472482,42.23038,42.23367176,42.232025879999995,-71.14916979,0,14,2.1218407532513415,0,inf
60,60,-71.1472482,-71.14340502,42.23038,42.23367176,42.232025879999995,-71.14532661000001,0,44,2.0087021103662783,0,inf
61,61,-71.14340502,-71.13956184,42.23038,42.23367176,42.232025879999995,-71.14148343,4,168,1.909159884446539,17,9.882352941176471
62,62,-71.13956184,-71.13571866000001,42.23038,42.23367176,42.232025879999995,-71.13764025,28,93,1.8254396921746217,0,inf
63,63,-71.13571866000001,-71.13187548,42.23038,42.23367176,42.232025879999995,-71.13379707000001,68,0,1.7598011204619075,0,inf
64,64,-71.13187548,-71.1280323,42.23038,42.23367176,42.232025879999995,-71.12995389,140,0,1.7143223779916494,0,inf
65,65,-71.1280323,-71.12418912,42.23038,42.23367176,42.232025879999995,-71.12611071,45,0,1.6906311717003355,0,inf
66,66,-71.12418912,-71.12034594,42.23038,42.23367176,42.232025879999995,-71.12226753,1,0,1.689644226606833,0,inf
67,67,-71.12034594,-71.11650276,42.23038,42.23367176,42.232025879999995,-71.11842435,0,0,1.7114008240326384,6,0.0
68,68,-71.11650276,-71.11265958,42.23038,42.23367176,42.232025879999995,-71.11458117000001,0,0,1.7550553436876728,2,0.0
69,69,-71.11265958,-71.10881640000001,42.23038,42.23367176,42.232025879999995,-71.11073799,0,0,1.8190318999627586,56,0.0
70,70,-71.10881640000001,-71.10497322,42.23038,42.23367176,42.232025879999995,-71.10689481,0,0,1.9012801358889126,166,0.0
71,71,-71.10497322,-71.10113004,42.23038,42.23367176,42.232025879999995,-71.10305163000001,0,0,1.9995465910485943,136,0.0
72,72,-71.10113004,-71.09728686,42.23038,42.23367176,42.232025879999995,-71.09920844999999,0,0,2.111596148530805,206,0.0
